HOSPITAL_NAME,CITY,STATE,COUNTRY
LIBERTY-DAYTON REGIONAL MEDICAL CENT,LIBERTY,TX,USA
NORTH COUNTRY HOSPITAL & HEALTH CTR,NEWPORT,VT,USA
BAYLOR SCOTT & WHITE PFLUGERVILLE,PFLUGERVILLE,TX,USA
JACKSON HOSPITAL  MARIANNA,MARIANNA,FL,USA
EPHRAIM MCDOWELL REG MED CTR,DANVILLE,KY,USA
DEACONESS HENDERSON HOSPITAL,HENDERSON,KY,USA
BEAUMONT BEHAVIORAL HEALTH,DEARBORN,MI,USA
ANDERSON REGIONAL MED CTR-SOUTH CAMP,MERIDIAN,MS,USA
PIH HEALTH GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,USA
SCRIPPS MEMORIAL HOSPITAL-ENCINITAS,ENCINITAS,CA,USA
REHABILITATION HOSPITAL OF THE PACIF,HONOLULU,HI,USA
ST LUKES MAGIC VALLEY REG MED CTR,TWIN FALLS,ID,USA
ST. LUKES NAMPA MEDICAL CENTER,NAMPA,ID,USA
ST. LUKES JEROME LTD,JEROME,ID,USA
ST. LUKES MCCALL,MCCALL,ID,USA
ST. LUKES WOOD RIVER MEDICAL CENTER,KETCHUM,ID,USA
OSF SACRED HEART MEDICAL CENTER,DANVILLE,IL,USA
WOMANS HOSPITAL,BATON ROUGE,LA,USA
OKTIBBEHA COUNTY HOSPITAL,STARKVILLE,MS,USA
SHARKEY-ISSAQUENA COMM HOSPITAL,ROLLING FORK,MS,USA
KINGS DAUGHTERS MED CENTER OHIO,PORTSMOUTH,OH,USA
AHN HEMPFIELD NEIGHBORHOOD HOSPITAL,GREENSBURG,PA,USA
BAYLOR S&W ALL SAINTS MEDICAL CENTER,FORT WORTH,TX,USA
BEACON CHILDRENS HOSPITAL,LUVERNE,AL,USA
MAGNOLIA REGIONAL HEALTH SYSTEM  INC,MAGNOLIA,AR,USA
BRISTOL HOSPITAL  INC,BRISTOL,CT,USA
ST JOHNS REHABILITATION HOSPITAL,LAUDERDALE LAKES,FL,USA
ST. MARY MEDICAL CENTER,GALESBURG,IL,USA
WILLIS-KNIGHTON HEALTH SYSTEMS,SHREVEPORT,LA,USA
CHARLES A. CANNON MEMORIAL HOSPITAL,LINVILLE,NC,USA
PAWHUSKA HOSPITAL  INC.,PAWHUSKA,OK,USA
NORTHEASTERN VT REGIONAL HOPSITAL,ST. JOHNSBURY,VT,USA
COPLEY HOSPITAL  INC.,MORRISVILLE,VT,USA
PHYSICIANS HOSPITAL AT ANADARKO,ANADARKO,OK,USA
TEXAS HEALTH SOUTHWEST,FORT WORTH,TX,USA
EL PASO CHILDRENS HOSPITAL,EL PASO,TX,USA
PRAIRIE RIDGE HEALTH  INC.,COLUMBUS,WI,USA
OSF SAINT ANTHONYS HEALTH CENTER,ALTON,IL,USA
OSF HEART OF MARY MEDICAL CENTER,URBANA,IL,USA
LAKE BEHAVIORAL HOSPITAL,WAUKEGAN,IL,USA
VIA CHRISTI HOSPITAL WICHITA,WICHITA,KS,USA
ADVENTHEALTH SOUTH OVERLAND PARK,OVERLAND PARK,KS,USA
ST. LUKE HOSPITAL,MARION,KS,USA
VIA CHRISTI REHAB CENTER  INC,WICHITA,KS,USA
THE AROOSTOOK MEDICAL CENTER,PRESQUE ISLE,ME,USA
BAY REGIONAL MEDICAL CENTER,BAY CITY,MI,USA
CARO CENTER,CARO,MI,USA
KALAMAZOO PSYCHIATRIC HOSPITAL,KALAMAZOO,MI,USA
WALTER REUTHER PSYCHIATRIC HOSPITAL,WESTLAND,MI,USA
CENTER FOR FORENSIC PHYCHIATRY,ANN ARBOR,MI,USA
LEES SUMMIT MEDICAL CENTER,LEES SUMMIT,MO,USA
CONCORD HOSPITAL - LACONIA,LACONIA,NH,USA
ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,USA
PH HILLCREST HOSPITAL,SIMPSONVILLE,SC,USA
MEDICAL CENTER HEALTH SYSTEM,ODESSA,TX,USA
TX HLTH HARRIS METHODIST HOSPITAL,FORT WORTH,TX,USA
BAYSTATE WING HOSPITAL & MEDICAL CTR,PALMER,MA,USA
BAYFRONT HEALTH ST. PETERSBURG,ST PETERSBURG,FL,USA
OSF HOLY FAMILY MED CTR,MONMOUTH,IL,USA
HEALTHALLIANCE-CLINTON,LEOMINSTER,MA,USA
ADCARE HOSPITAL OF WORCESTER,WORCESTER,MA,USA
REGIONAL MEDICAL CTR OF CENTRAL AL,GREENVILLE,AL,USA
FISHERMENS HOSPITAL,MARATHON,FL,USA
LASALLE GENERAL HOSPITAL  INC.,JENA,LA,USA
BETH ISRAEL DEACONESS - PLYMOUTH,PLYMOUTH,MA,USA
BETH ISRAEL DEACONESS HOSPITAL- NEED,NEEDHAM,MA,USA
UMASS MEMORIAL MEDICAL CENTER,WORCESTER,MA,USA
LAHEY CLINIC HOSPITAL  INC.,BURLINGTON,MA,USA
SOUTHWEST MS REGIONAL MED CENTER,MCCOMB,MS,USA
CARONDELET ST. MARYS HOSPITAL,TUCSON,AZ,USA
CARONDELET ST. JOSEPH HOSPITAL,TUCSON,AZ,USA
LITTLE COMPANY OF MARY,EVERGREEN PARK,IL,USA
LINCOLN MEMORIAL HOSPITAL,LINCOLN,IL,USA
MELROSEWAKEFIELD HEALTHCARE  INC,MEDFORD,MA,USA
MCLEAN HOSPITAL,BELMONT,MA,USA
ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,USA
GEISINGER MEDICAL CENTER MUNCY,MUNCY,PA,USA
CARONDELET HOLY CROSS HOSPITAL,NOGALES,AZ,USA
ST. VINCENTS MEDICAL CENTER,BRIDGEPORT,CT,USA
HEBREW HOME & HOSPITAL,WEST HARTFORD,CT,USA
SPRINGFIELD MEMORIAL HOSPITAL,SPRINGFIELD,IL,USA
NORWEGIAN AMERICAN HOSPITAL,CHICAGO,IL,USA
SILVER CROSS HOSPITAL,NEW LENOX,IL,USA
REHABILITATION HOSPITAL OF FT WAYNE,FORT WAYNE,IN,USA
BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,USA
HENRY HEYWOOD MEMORIAL HOSPITAL,GARDNER,MA,USA
NEWTON WELLESLEY HOSPITAL,NEWTON,MA,USA
MARTHAS VINEYARD HOSPITAL,OAK BLUFFS,MA,USA
FRANCISCAN HOSPITAL FOR CHILDREN,BRIGHTON,MA,USA
LAKE REGION HEALTHCARE,FERGUS FALLS,MN,USA
PRAIRIE RIDGE HOSPITAL,ELBOW LAKE,MN,USA
WENTWORTH DOUGLASS HOSPITAL,DOVER,NH,USA
ADVENTHEALTH OTTAWA,OTTAWA,KS,USA
LINCOLNHEALTH,BOOTHBAY HARBOR,ME,USA
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,PLATTSBURGH,NY,USA
ST ANDREWS HEALTH CENTER,BOTTINEAU,ND,USA
HOSPITAL SAN ANTONIO INC,MAYAGUEZ,PR,USA
MEMORIAL MEDICAL CENTER  INC.,ASHLAND,WI,USA
WINSLOW MEMORIAL HOSPITAL,WINSLOW,AZ,USA
VALLEY CHILDRENS HOSPITAL,MADERA,CA,USA
VIBRA HOSPITAL OF NORTHWEST INDIANA,CROWN POINT,IN,USA
STEPHENS MEMORIAL HOSPITAL - CAH,NORWAY,ME,USA
STANDING ROCK IHS HOSPITAL,FORT YATES,ND,USA
TEXAS HEALTH H-E-B,BEDFORD,TX,USA
MEMORIAL HERMANN SUGARLAND,SUGARLAND,TX,USA
MONROE HEALTH SERVICES  INC.,AMORY,MS,USA
CAROLINA PINES REGIONAL MEDICAL CENT,HARTSVILLE,SC,USA
STOUGHTON HOSPITAL ASSOCIATION,STOUGHTON,WI,USA
OAKRIDGE BEHAVIORAL CENTER,WEST MEMPHIS,AR,USA
MEMORIAL HOSPITAL - ABILENE,ABILENE,KS,USA
STURGIS HOSPITAL  INC.,STURGIS,MI,USA
EMMA P BRADLEY HOSPITAL,EAST PROVIDENCE,RI,USA
BROCKTON HOSPITAL  INC.,BROCKTON,MA,USA
USPHS HOSPITAL-WHITERIVER,WHITERIVER,AZ,USA
NORTHWEST MEDICAL CENTER SAHUARITA,SAHUARITA,AZ,USA
UNITY HEALTH - NEWPORT,NEWPORT,AR,USA
SOUTHEAST REHAB LLC,LAKE VILLAGE,AR,USA
THE CONNECTICUT HOSPICE  INC.,BRANFORD,CT,USA
HCA FLORIDA LAKE CITY HOSPITAL,LAKE CITY,FL,USA
ST CATHERINES REHAB HOSPITAL,NORTH MIAMI,FL,USA
ST. LUKES ELMORE MEDICAL CENTER,MOUNTAIN HOME,ID,USA
SSH - KANSAS CITY,KANSAS CITY,KS,USA
ROCKCASTLE HOSPT. & RESPIR CARE CTR,MT VERNON,KY,USA
THIBODAUX REGIONAL HEALTH SYSTEM,THIBODAUX,LA,USA
SAMARITAN MEMORIAL HOSPITAL,MACON,MO,USA
SSH - ST LOUIS INC.,ST. CHARLES,MO,USA
SSH - SPRINGFIELD INC.,SPRINGFIELD,MO,USA
ZUNI COMPREHENSIVE HEALTH CENTER,ZUNI,NM,USA
TRANSYLVANIA COMMUNITY HOSPITAL,BREVARD,NC,USA
BLUE RIDGE REGIONAL HOSPITAL,SPRUCE PINE,NC,USA
DOROTHEA DIX BEHAVIORAL HEALTH,LINVILLE,NC,USA
CHWC-MONTPELIER,MONTPELIER,OH,USA
CASTANER HOSPITAL,CASTANER,PR,USA
SSH - TRI-CITIES  INC.,BRISTOL,TN,USA
UT HEALTH EAST TEXAS TYLER,TYLER,TX,USA
TEXAS SCOTTISH RITE HOSPITAL FOR CHI,DALLAS,TX,USA
SEATTLE CHILDRENS HOSPITAL,SEATTLE,WA,USA
SSH - MILWAUKEE,WEST ALLIS,WI,USA
BELLIN PSYCHIATRIC CENTER  INC.,GREEN BAY,WI,USA
ADVANCED CARE HOSPITAL OF WHITE CO.,SEARCY,AR,USA
NORTH MISSISSIPPI SPECIALTY HOSPITAL,BATESVILLE,MS,USA
LIGHTHOUSE CARE CENTER OF CONWAY,CONWAY,SC,USA
SPARTANBURG HOSPITAL FOR RESTORATIVE,SPARTANBURG,SC,USA
WESTERN PEAKS SPECIALTY HOSPITAL,BOUNTIFUL,UT,USA
EVEREST REHABILITATION HOSPITAL TEMP,TEMPLE,TX,USA
HAMPTON HOSPITAL,WESTHAMPTON,NJ,USA
CREEKSIDE BEHAVIORAL HEALTH,KINGSPORT,TN,USA
EVEREST REHABILITATION HOSPITAL LONG,LONGVIEW,TX,USA
FT. LAUDERDALE HOSPITAL,FT. LAUDERDALE,FL,USA
HIGHLANDS CASHIERS HOSPITAL,HIGHLANDS,NC,USA
MUSCOGEE CREEK NATION MED CENTER,OKMULGEE,OK,USA
EDGEFIELD COUNTY HEALTHCARE,EDGEFIELD,SC,USA
BAPTIST MEM RESTORATIVE CARE HOSP.,MEMPHIS,TN,USA
HANSFORD COUNTY HOSPITAL DISTRICT,SPEARMAN,TX,USA
SSH - DAYTONA BEACH,DAYTONA BEACH,FL,USA
SOUTHERN WINDS HOSPITAL  LLC,HIALEAH,FL,USA
PROVIDENT HOSPITAL,CHICAGO,IL,USA
LAURELWOOD HOSPITAL,WILLOUGHBY,OH,USA
HEREFORD REGIONAL MEDICAL CTR,HEREFORD,TX,USA
BMH-CRITTENDEN,WEST MEMPHIS,AR,USA
OCHSNER - ABROM KAPLAN MH,KAPLAN,LA,USA
BAPTIST MEDICAL CENTER - LEAKE  INC.,CARTHAGE,MS,USA
BMH - CALHOUN,CALHOUN,MS,USA
ST. MARYS HOSPITAL,WATERBURY,CT,USA
SSH - AKRON  LLC,AKRON,OH,USA
ARBOR HEALTH MORTON HOSPITAL,MORTON,WA,USA
USC NORRIS CANCER HOSPITAL,LOS ANGELES,CA,USA
PSYCH INSTITUE OF WASHINGTON,WASHINGTON,DC,USA
MH ANGEL MEDICAL CENTER LLLP,FRANKLIN,NC,USA
GOV. JUAN F. LUIS HOSPITAL,CHRISTIANSTED,VI,USA
WOODRIDGE OF WEST TENNESSEE  LLC,JACKSON,TN,USA
CASCADE BEHAVIORAL HEALTH,TUKWILA,WA,USA
ENCORE MEDICAL CENTER,BRYANT,AR,USA
OCEAN VIEW PSYCHIATRIC FACILITY,LONG BEACH,CA,USA
SSH - PALM BEACH  LLC,LAKE WORTH,FL,USA
ST. SIMONS BY THE SEA,ST. SIMONS ISLAND,GA,USA
OCHSNER AMERICAN LEGION HOSPITAL,JENNINGS,LA,USA
TISHOMINGO HEALTH SERVICES,IUKA,MS,USA
WEBSTER HEALTH SERVICES,EUPORA,MS,USA
CLAY COUNTY MEDICAL CORPORATION,WEST POINT,MS,USA
DELTA HEALTH-THE MEDICAL CENTER,GREENVILLE,MS,USA
COTEAU DES PRAIRIES,SISSETON,SD,USA
SSH -MEMPHIS  INC,MEMPHIS,TN,USA
ODESSA MEMORIAL HOSPITAL,ODESSA,WA,USA
SANFORD HOSPITAL TRACY,TRACY,MN,USA
SANFORD MEDICAL CENTER JACKSON,JACKSON,MN,USA
MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,OKLAHOMA CITY,OK,USA
WOMEN & INFANTS HOSPITAL,PROVIDENCE,RI,USA
ROY L SCHNEIDER HOSPITAL,ST. THOMAS,VI,USA
SSH - HAMPTON ROADS,NEWPORT NEWS,VA,USA
JOHN H. STROGER JR. HOSP OF COOK CTY,CHICAGO,IL,USA
ACADIAN MEDICAL CENTER,EUNICE,LA,USA
USPHS HOSPITAL - ROSEBUD,ROSEBUD,SD,USA
TEXAS INSTITUTE  FOR SURGERY AT PRES,DALLAS,TX,USA
NORTHERN CALIFORNIA REHAB HOSPITAL,REDDING,CA,USA
SAN JOAQUIN VALLEY REHAB HOSPITAL,FRESNO,CA,USA
VISTA MEDICAL CENTER - EAST,WAUKEGAN,IL,USA
SOUTHERN KENTUCKY REHAB HOSPITAL,BOWLING GREEN,KY,USA
GATEWAY REHAB AT FLORENCE,FLORENCE,KY,USA
CENTENNIAL HILLS HOSPITAL,LAS VEGAS,NV,USA
UBH OF OREGON LLD D/BA CEDAR HILLS,PORTLAND,OR,USA
SANFORD MEDICAL CENTER CANTON,CANTON,SD,USA
SANFORD MEDICAL CENTER VERMILLION,VERMILLION,SD,USA
MOUNT SINAI REHABILITATION HOSPTIAL,HARTFORD,CT,USA
SUN BEHAVIORAL DELAWARE  LLC,GEORGETOWN,DE,USA
NORTH LOUISIANA MEDICAL CENTER,RUSTON,LA,USA
DELTA HEALTH-NORTHWEST REGIONAL,CLARKSDALE,MS,USA
PARKWOOD HOSPITAL,OLIVE BRANCH,MS,USA
DOCTORS CENTER HOSPITAL BAYAMON,BAYAMON,PR,USA
DOCTOR CENTER HOSPITAL MANATI  INC.,MANATI,PR,USA
WYOMNG BEHAVIORAL INSTITUTE,CASPER,WY,USA
CENTRAL FLORIDA BEHAVIORAL HEALTH,ORLANDO,FL,USA
VANTAGE POINT,FAYETTEVILLE,AR,USA
RIVENDELL ARKANSAS,BENTON,AR,USA
WATSONVILLE COMMUNITY HOSPTIAL,WATSONVILLE,CA,USA
VIBRA REHABILITATION HOSPITAL OF RAN,RANCHO MIRAGE,CA,USA
WELLSTONE,JEFFERSONVILLE,IN,USA
THE ARBOUR HOSPITAL,JAMAICA PLAINS,MA,USA
SANFORD MEDICAL CENTER WESTBROOK,WESTBROOK,MN,USA
SANFORD HOSPITAL LUVERNE,LUVERNE,MN,USA
RAMAPO RIDGE PSYCHIATRIC,WYCKOFF,NJ,USA
MUSCOGEE CREEK NATION LONG TERM CARE,OKMULGEE,OK,USA
DOCTORS CENTER HOSPITAL SAN JUAN I,SAN JUAN,PR,USA
OMNIPOINT HEALTH HOSPITAL,ANAHUAC,TX,USA
TEXAS NEURO REHAB CENTER,AUSTIN,TX,USA
LAUREL RIDGE HOSPITAL,SAN ANTONIO,TX,USA
LADD MEMORIAL HOSPTIAL,OSCEOLA,WI,USA
THE GUIDANCE CENTER  INC.,FLAGSTAFF,AZ,USA
VIBRA REHABILITATION HOSPITAL OF DEN,THORNTON,CO,USA
ST. ELIZABETHS HOSPITAL,WASHINGTON,DC,USA
SANFORD MEDICAL CENTER SHELDON,SHELDON,IA,USA
CROWNPOINT INDIAN HOSPITAL,CROWNPOINT,NM,USA
DALLAS CO. HOSP. DIST.,DALLAS,TX,USA
TEXAS REHAB HOSPITAL OF ARLINGTON,ARLINGTON,TX,USA
MAYO CLINIC HEALTH SYS - ST. JAMES,ST. JAMES,MN,USA
CHILDRENS HEALTH CARE,MINNEAPOLIS,MN,USA
DESERT SPRINGS HOSPITAL MEDICAL CNTR,LAS VEGAS,NV,USA
SPRING VALLEY HOSPITAL MEDICAL CNTR,LAS VEGAS,NV,USA
CORNERSTONE BEHAVIORAL HEALTH HOSPIT,BERKELEY HEIGHTS,NJ,USA
GBH - YOUNGSTOWN,YOUNGSTOWN,OH,USA
MOUNT CARMEL BEHAVIORAL HEALTH,COLUMBUS,OH,USA
SIOUX FALLS SPECIALTY HOSPITAL,SIOUX FALLS,SD,USA
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,PRAIRIE DU CHIEN,WI,USA
PROVIDENCE CEDARS-SINAI TARZANA MEDI,TARZANA,CA,USA
PALOMAR HEALTH REHABILITATION INSTIT,ESCONDIDO,CA,USA
MEADOW WOOD HOSPITAL,NEW CASTLE,DE,USA
PORTAGE HEALTH SYSTEM,HANCOCK,MI,USA
GILLETTE CHILDRENS SPECIALTY HEALTH,ST. PAUL,MN,USA
REHABILITATION HOSPITAL OF MONTANA,BILLINGS,MT,USA
MCKAY-DEE HOSPITAL,OGDEN,UT,USA
VIRTUA MOUNT HOLLY HOSPITAL,MT. HOLLY,NJ,USA
STRATEGIC BEHAVIORAL CENTER LELAND,LELAND,NC,USA
NORTHERN UTAH REHABILITATION HOSPITA,SOUTH OGDEN,UT,USA
ST. JOSEPHS HOSPITAL OF BUCKHANNON,BUCKHANNON,WV,USA
SUMMERSVILLE REGIONAL MED CENTER,SUMMERSVILLE,WV,USA
MEMORIAL HOSPITAL OF LAFAYETTE CTY,DARLINGTON,WI,USA
KFH - SANTA CLARA,SANTA CLARA,CA,USA
JOHN MUIR MEDICAL CENTER - CONCORD,CONCORD,CA,USA
KFH - FRESNO,FRESNO,CA,USA
KFH - MANTECA,MANTECA,CA,USA
KARMANOS CANCER HOSPITAL,DETROIT,MI,USA
INTL FALLS MEMORIAL HOSPITAL,INTERNATIONAL FALLS,MN,USA
KAISER WESTSIDE MEDICAL CENTER,HILLSBORO,OR,USA
PHYSICIANS SURGICAL HOSPITAL,AMARILLO,TX,USA
DIGNITY HEALTH EAST VALLEY REHAB HOS,CHANDLER,AZ,USA
OZARKS COMMUNITY HOSPITAL OF GRAVETT,GRAVETTE,AR,USA
KFH - WALNUT CREEK,WALNUT CREEK,CA,USA
KFH - SOUTH BAY,HARBOR CITY,CA,USA
KFH - FREMONT,FREMONT,CA,USA
KFH - REDWOOD CITY,REDWOOD CITY,CA,USA
KFH- SAN JOSE,SAN JOSE,CA,USA
CENTURA AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,USA
CENTURA PARKER ADVENTIST HOSPITAL,PARKER,CO,USA
JOHNSON MEMORIAL HOSPITAL  INC.,STAFFORD SPRINGS,CT,USA
ST. MARGARETS HEALTH - SPRING VALLEY,SPRING VALLEY,IL,USA
MARGARETVILLE HOSPITAL,MARGARETVILLE,NY,USA
SANFORD MEDICAL CENTER - FARGO,FARGO,ND,USA
THE BELLEVUE HOSPITAL,BELLEVUE,OH,USA
CAROLINA CENTER,GREER,SC,USA
PORTER HOSPITAL,MIDDLEBURY,VT,USA
MARSHFIELD MEDICAL CENTER WESTON,WESTON,WI,USA
ST. MARYS JANESVILLE HOSPITAL,JANESVILLE,WI,USA
MCHS-FRANCISCAN SPARTA,SPARTA,WI,USA
MCHS-RED CEDAR,MENOMONIE,WI,USA
THE RICHLAND HOSPITAL  INC,RICHLAND CENTER,WI,USA
METHODIST SOUTHLAKE MEDICAL CENTER,SOUTHLAKE,TX,USA
SUNLAND HOME FOUNDATION,ENCINITAS,CA,USA
PSYCHIATRIC,TARZANA,CA,USA
AURORA SANTA ROSA BEHAVIORAL HEALTH,SANTA ROSA,CA,USA
VALLEY VIEW HOSPITAL,GLENWOOD SPRINGS,CO,USA
GREAT PLAINS OF CHEYENNE COUNTY  INC,ST. FRANCIS,KS,USA
MAYO CLINIC HEALTH SYSTEM - RED WING,RED WING,MN,USA
MAYO CLNIC HLTH SYS-ALBRT LEA AUSTIN,AUSTIN,MN,USA
LAKEVIEW MEMORIAL,STILLWATER,MN,USA
NORTHERN ITASCA HOSPITAL DISTRICT,BIGFORK,MN,USA
RIVERS EDGE HOSPITAL AND CLINIC,ST. PETER,MN,USA
MAYO CLINIC HEALTH SYS - NEW PRAGUE,NEW PRAGUE,MN,USA
NORTHERN NEVADA SIERRA MEDICAL CNTR,RENO,NV,USA
WEST JERSEY HEALTH SYSTEM,VOORHEES,NJ,USA
HIGH RIDGE HOUSE,RIVERDALE,NY,USA
ST LUKES HOSPITAL-CARBON CAMPUS,LEHIGHTON,PA,USA
HOSPITAL DR. ALEJANDRO OTERO,MANATI,PR,USA
BEAVER DAM COMMUNITY HOSPITALS,BEAVER DAM,WI,USA
BELOIT MEMORIAL HOSPITAL  INC.,BELOIT,WI,USA
CHILDRENS HOSPITAL OF WI-FOX VALLEY,NEENAH,WI,USA
ST ELIZABETH - GRANT COUNTY,WILLIAMSTOWN,KY,USA
SAMARITAN BEHAVIORAL CENTER,DETROIT,MI,USA
BEHAVIORAL CENTER OF MICHIGAN,WARREN,MI,USA
COXHEALTH,SPRINGFIELD,MO,USA
PLAINS REGIONAL MEDICAL CTR - CLOVIS,CLOVIS,NM,USA
WILMINGTON TREATMENT CENTER INC,WILMINGTON,NC,USA
HOCKING VALLEY,LOGAN,OH,USA
ATOKA MEMORIAL HOSPITAL,ATOKA,OK,USA
VALIR REHAB HOSPITAL,OKLAHOMA CITY,OK,USA
MERCY REHAB HOSPITAL OKLAHOMA CITY,OKLAHOMA CITY,OK,USA
BROOKHAVEN MEADOWBROOK HOSPITAL,TULSA,OK,USA
PHILIP HEALTH SERVICES INC,PHILIP,SD,USA
TEXAS HEALTH ARLINGTON MEMORIAL HOSP,ARLINGTON,TX,USA
MARSHFIELD MEDICAL CENTER - RIVER RE,STEVENS POINT,WI,USA
MCHS OAKRIDGE,OSSEO,WI,USA
MESQUITE REHABILITATION INSTITUTE,MESQUITE,TX,USA
REHABILIATION HOSPITAL OF NAPLES,NAPLES,FL,USA
GATEWAY REGIONAL,GRANITE CITY,IL,USA
INDIANA ORTHOPAEDIC HOSPITAL LLC,INDIANAPOLIS,IN,USA
LAFAYETTE REGIONAL REHABILITATION HO,LAFAYETTE,IN,USA
SSH - DES MOINES,DES MOINES,IA,USA
SALT LAKE CITY BEHAVIORAL HEALTH,SALT LAKE CITY,UT,USA
MCHS FRANCISCAN HEALTHCARE  INC,LA CROSSE,WI,USA
AURORA MEDICAL CTR SHEBOYGAN COUNTY,SHEBOYGAN,WI,USA
MCHS-CHIPPEWA VALLEY,BLOOMER,WI,USA
MCHS NORTHLAND,BARRON,WI,USA
SUMMIT MEDICAL CENTER  LLC,CASPER,WY,USA
NEW BRAUNFELS REGIONAL REHABILITATIO,NEW BRAUNFELS,TX,USA
THE CHILDRENS HOSPITAL OF ALABAMA,BIRMINGHAM,AL,USA
ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,CHANDLER,AZ,USA
MERCY REHAB HOSPITAL FORT SMITH,FORT SMITH,AR,USA
CENTURA LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,USA
CCF HOSPITAL - WESTON,WESTON,FL,USA
SCOTTISH RITE CHILDRENS MEDICAL CTR,ATLANTA,GA,USA
SSM HEALTH ST. MARYS HOSPITAL,CENTRALIA,IL,USA
SSM HEALTH GOOD SAMARITAN HOSPITAL,MT. VERNON,IL,USA
CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,USA
GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,USA
ANDERSON REHABILITATION HOSPITAL,EDWARDSVILLE,IL,USA
ST ELIZABETH DEARBORN,LAWRENCEBURG,IN,USA
COMMUNITY HEALTH NETWORK REHAB HOSP,INDIANAPOLIS,IN,USA
PAM REHAB HOSP OF GREATER INDIANA,CLARKSVILLE,IN,USA
BLOOMINGTON REGIONAL REHABILITATION,BLOOMINGTON,IN,USA
MERCY REHAB HOSPITAL IOWA,CLIVE,IA,USA
MANHATTAN SURGICAL HOSPITAL,MANHATTAN,KS,USA
KANSAS MEDICAL CENTER,ANDOVER,KS,USA
HOSPITAL DISTRICT #1 CRAWFORD COUNTY,GIRARD,KS,USA
SURGICAL SPECIALTY CENTER BATON ROUG,BATON ROUGE,LA,USA
SOLUTIONS MEDICAL CONSULTING  LLC,RUSTON,LA,USA
BEAUMONT HOSPITAL- FARMINGTON HILLS,FARMINGTON HHILLS,MI,USA
CANNON FALLS MEDICAL CENTER - MAYO,CANNON FALLS,MN,USA
SANFORD HOSPITAL CANBY,CANBY,MN,USA
SSM HEALTH ST. JOSEPH HOSPITAL - SC,ST. CHARLES,MO,USA
ST. LUKES REHAB HOSPITAL,CHESTERFIELD,MO,USA
REHABILITATION HOSPITAL OF SOUTHERN,LAS CRUCES,NM,USA
OLD VINEYARD,WINSTON SALEM,NC,USA
MCKENZIE-WILLAMETTE HOSPITAL,SPRINGFIELD,OR,USA
ST. MARY REHABILITATION HOSPITAL,LANGHORNE,PA,USA
HOSPITAL DR. SUSONI,ARECIBO,PR,USA
METRO MAYAGUEZ,MAYAGUEZ,PR,USA
REHABILITATION HOSPITAL OF RHODE ISL,NORTH SMITHFIELD,RI,USA
ASTRIA SUNNYSIDE HOSPITAL,SUNNYSIDE,WA,USA
MEMORIAL HOSPITAL OF BURLINGTON,BURLINGTON,WI,USA
AURORA MEDICAL CENTER KENOSHA,KENOSHA,WI,USA
AURORA MEDICAL CENTER - SUMMIT,SUMMIT,WI,USA
SWEDISH COVENANT HEALTH,CHICAGO,IL,USA
FRANCISCAN ST. JAMES HEALTH,OLYMPIA FIELDS,IL,USA
SOUTH SHORE HOSPITAL CORPORATION,CHICAGO,IL,USA
SSH - EVANSVILLE  LLC.,EVANSVILLE,IN,USA
MERCY IOWA CITY REHABILITATION HOSPI,CORALVILLE,IA,USA
ST. LUKES SOUTH,OVERLAND PARK,KS,USA
PATTERSON HEALTH CENTER,ANTHONY,KS,USA
SSH - WICHITA  INC.,WICHITA,KS,USA
CALAIS COMMUNITY HOSPITAL,CALAIS,ME,USA
SPECTRUM HEALTH ZEELAND,ZEELAND,MI,USA
SPECTRUM HEALTH  HOSPITALS,GRAND RAPIDS,MI,USA
BRIGHTWELL BEHAVIORAL HEALTH,EAST LANSING,MI,USA
ASTERA HEALTH,WADENA,MN,USA
SSM HEALTH ST CLARE HOSPITAL,FENTON,MO,USA
SSM HEALTH DEPAUL HOSPITAL,BRIDGETON,MO,USA
BARNES JEWISH ST. PETERS HOSPITAL,ST. PETERS,MO,USA
SSM HEALTH ST. JOSEPH HOSPITAL - LSL,LAKE ST. LOUIS,MO,USA
THE VALLEY HOSPITAL,RIDGEWOOD,NJ,USA
BARNESVILLE HOSPITAL,BARNESVILLE,OH,USA
UNIVERSITY HOSPITALS AVON REHAB HOSP,AVON,OH,USA
OAK LEAF SURGICAL HOSPITAL LLC,ALTOONA,WI,USA
AMERY REGIONAL MEDICAL CENTER,AMERY,WI,USA
WESTFIELDS HOSPITAL,NEW RICHMOND,WI,USA
UBH OF PHOENIX  LLC DBA VALLEY HSP,PHOENIX,AZ,USA
ANIMAS SURGICAL HOSPITAL,DURANGO,CO,USA
METHODIST HOSPITALS  INC,GARY,IN,USA
KINGS DAUGHTERS HOSPITAL,MADISON,IN,USA
